	Domain	Phylum	Class	Order	Family	Genus	Species
72a8345cfd4c9a7082284a5ab9517835	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Gammaproteobacteria_Incertae_Sedis	 f__Unknown_Family	 g__Acidibacter	 s__metagenome
7a2179a4ec4f293ba8d0c7e85d6c9e9e	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Acidiferrobacterales	 f__Acidiferrobacteraceae	 g__Sulfurifustis	 s__uncultured_gamma
4fdf48cc4f17fa24acba0fa55382254e	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__Vicinamibacteraceae	 g__Vicinamibacteraceae	 s__uncultured_Holophagae
c3ac50397216223012add4b26e70b973	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Gammaproteobacteria_Incertae_Sedis	 f__Unknown_Family	 g__Candidatus_Ovatusbacter	 s__metagenome
5ebbcd29f908bdfef3a187b7008d1d1f	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Diplorickettsiales	 f__Diplorickettsiaceae	 g__Aquicella	unknown
d2e307b0bf53ff1f866d64ba485715c7	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Pseudomonadales	 f__Moraxellaceae	 g__Acinetobacter	unknown
84d2be698efd59827f6089409f023358	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Salinisphaerales	 f__Solimonadaceae	 g__Polycyclovorans	unknown
1a5a7a1a178918042b21b692d0410c06	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Salinisphaerales	 f__Solimonadaceae	 g__Polycyclovorans	 s__uncultured_Xanthomonadaceae
0dc478ee810edbe4951851dd45df0417	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Salinisphaerales	 f__Solimonadaceae	 g__Polycyclovorans	 s__uncultured_bacterium
9313000045a7c4f5f6701c4be92a9101	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Salinisphaerales	 f__Solimonadaceae	 g__Polycyclovorans	unknown
e35555adbe97a636f630232e38ae3e39	d__Bacteria	unknown	unknown	unknown	unknown	unknown	unknown
a81fa8a56e6682a402e50b0b241b012d	d__Bacteria	 p__Bdellovibrionota	 c__Bdellovibrionia	 o__Bdellovibrionales	 f__Bdellovibrionaceae	 g__OM27_clade	 s__uncultured_bacterium
32d44925ee0e8641dde937b68dced650	d__Bacteria	 p__Bdellovibrionota	 c__Bdellovibrionia	 o__Bdellovibrionales	 f__Bdellovibrionaceae	 g__OM27_clade	 s__uncultured_bacterium
1710cea751a5f29d2676256c3427b139	d__Bacteria	 p__Bacteroidota	 c__Rhodothermia	 o__Rhodothermales	 f__Rhodothermaceae	unknown	unknown
0c87755ac39c706fa315149bb5d5aa7c	d__Bacteria	unknown	unknown	unknown	unknown	unknown	unknown
5ee06dbe72326be4e71f4d62ad15a035	d__Bacteria	unknown	unknown	unknown	unknown	unknown	unknown
1b5fe52c3985333057431616dc4f72b3	d__Bacteria	 p__RCP2-54	 c__RCP2-54	 o__RCP2-54	 f__RCP2-54	 g__RCP2-54	 s__uncultured_Desulfuromonadales
315b2be2fe9d918b3b19b010d6e7da97	d__Bacteria	 p__Myxococcota	 c__Myxococcia	 o__Myxococcales	 f__Vulgatibacteraceae	 g__Vulgatibacter	 s__uncultured_compost
6cd6bdbf317002d6526914de9d0a9162	d__Bacteria	 p__Myxococcota	 c__Myxococcia	 o__Myxococcales	 f__Vulgatibacteraceae	 g__Vulgatibacter	 s__uncultured_compost
e3f8e1d9ac3c250035bf0fe9f582b7fb	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Blfdi19	 f__Blfdi19	 g__Blfdi19	 s__uncultured_Cystobacterineae
89912a034a2ea8c4391749bc3dd993b3	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Blfdi19	 f__Blfdi19	 g__Blfdi19	 s__uncultured_soil
401b974fe331fede9d9d04801349de0d	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Blfdi19	 f__Blfdi19	 g__Blfdi19	 s__uncultured_soil
1e24eba05363d57fc436dc839788abbd	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Blfdi19	 f__Blfdi19	 g__Blfdi19	 s__metagenome
ebeffe8396010dcbc8547aacd0d6968f	d__Bacteria	 p__Myxococcota	 c__Myxococcia	 o__Myxococcales	 f__Myxococcaceae	unknown	unknown
f7b062f122b6e46dc3e1d90646f136c7	d__Bacteria	 p__Myxococcota	 c__Myxococcia	 o__Myxococcales	 f__Vulgatibacteraceae	 g__Vulgatibacter	 s__uncultured_compost
1a3a6e1dae575730c5efbf0cec0fb9a0	d__Bacteria	 p__Myxococcota	 c__Myxococcia	 o__Myxococcales	 f__Myxococcaceae	unknown	unknown
99905331a9152534608431b4a81cffbf	d__Bacteria	 p__Myxococcota	 c__Myxococcia	 o__Myxococcales	 f__Myxococcaceae	 g__P3OB-42	 s__uncultured_Stigmatella
152473dc2d4380c2fe227209762e28df	d__Bacteria	 p__Myxococcota	 c__Myxococcia	 o__Myxococcales	 f__Myxococcaceae	 g__uncultured	 s__metagenome
a591cd633fb9efc50d9e915a06f84a1e	d__Bacteria	 p__Myxococcota	 c__Myxococcia	 o__Myxococcales	unknown	unknown	unknown
cec166f99203f59181219a9d2c5fe47f	d__Bacteria	 p__Myxococcota	 c__Myxococcia	 o__Myxococcales	 f__Myxococcaceae	unknown	unknown
213cff6a183596a28ff66864331da20a	d__Bacteria	 p__Myxococcota	 c__Myxococcia	 o__Myxococcales	 f__Myxococcaceae	unknown	unknown
999992140df65c4cbbed5b9fb27e6738	d__Bacteria	 p__Myxococcota	 c__Myxococcia	 o__Myxococcales	 f__Myxococcaceae	unknown	unknown
1b85a36c36556c56378895eeb7684fc1	d__Bacteria	 p__Myxococcota	 c__Myxococcia	 o__Myxococcales	 f__Myxococcaceae	unknown	unknown
8364f5b0fd3e9809ac815d6dece57845	d__Bacteria	 p__Myxococcota	 c__Myxococcia	 o__Myxococcales	 f__Myxococcaceae	 g__P3OB-42	 s__uncultured_Cystobacterineae
83d7e13b6de8f069b452d26b15939095	d__Bacteria	 p__Myxococcota	 c__Myxococcia	 o__Myxococcales	 f__Myxococcaceae	 g__KD3-10	 s__metagenome
323ba65ca244d30eb6905aa75c9378af	d__Bacteria	 p__Myxococcota	 c__Myxococcia	 o__Myxococcales	 f__Myxococcaceae	 g__KD3-10	 s__uncultured_delta
7ed3f6e5fbb28db8847fe02607c8fbbf	d__Bacteria	 p__Acidobacteriota	 c__Acidobacteriae	 o__Acidobacteriales	unknown	unknown	unknown
8399014433434fc68d4c8e5c464d2632	d__Bacteria	 p__Bdellovibrionota	 c__Oligoflexia	 o__0319-6G20	 f__0319-6G20	 g__0319-6G20	 s__uncultured_Roseobacter
b850ee14466bce8090eb78c238fc3ca4	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__Sandaracinaceae	 g__Sandaracinus	unknown
b9968846f761a9fb5ead7d2b6a96ba1b	d__Bacteria	 p__Planctomycetota	 c__OM190	 o__OM190	 f__OM190	 g__OM190	 s__uncultured_Crater
c09ec63ee3ae6d5656913b8257d566fc	d__Bacteria	 p__Planctomycetota	 c__OM190	 o__OM190	 f__OM190	 g__OM190	 s__uncultured_Crater
8c601789f96a0ff34ec46dc4b8ffdceb	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__PLTA13	 f__PLTA13	 g__PLTA13	 s__uncultured_proteobacterium
0b485b59c39798013cee47d93bcb2bdc	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__PLTA13	 f__PLTA13	 g__PLTA13	 s__uncultured_proteobacterium
0eb9b543196f7f5b6a4303b861775b5b	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__PLTA13	 f__PLTA13	 g__PLTA13	 s__uncultured_proteobacterium
eb237f1a0e5e8229006a39dcb5e63a7b	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Steroidobacterales	 f__Steroidobacteraceae	 g__uncultured	 s__metagenome
df4f305b64d3698db7b5766bfc647fb8	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Steroidobacterales	 f__Steroidobacteraceae	 g__Steroidobacter	unknown
2ec4571dfd5650bf1d23cb90fec57f63	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__PLTA13	 f__PLTA13	 g__PLTA13	 s__metagenome
68d86027eb9c1b0710321ca070b95237	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Gammaproteobacteria_Incertae_Sedis	 f__Unknown_Family	 g__Acidibacter	 s__uncultured_proteobacterium
00b6e2bc28b4d798ef270934ee42e856	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Cellulomonadaceae	 g__Cellulomonas	unknown
4ce702ee7095408f0b9e4839c22e5d15	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Pseudomonadales	 f__Moraxellaceae	 g__Permianibacter	 s__uncultured_bacterium
60f0d53efc4b21247bec5a8b99b98518	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Caulobacteraceae	unknown	unknown
890e36cb9ea82fbdaae646adcd387ca2	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Diplorickettsiales	 f__Diplorickettsiaceae	 g__uncultured	 s__uncultured_bacterium
83f487007d57e37417a655ccd0393e25	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Diplorickettsiales	 f__Diplorickettsiaceae	 g__uncultured	unknown
343717089576cdc547207c807e16fbec	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Diplorickettsiales	 f__Diplorickettsiaceae	 g__uncultured	unknown
91fec030de3147c84ea5bcfdb0ebd8c5	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Diplorickettsiales	 f__Diplorickettsiaceae	 g__uncultured	 s__agricultural_soil
255421e29ae7d2d0eb7d5d9c454140d5	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Diplorickettsiales	 f__Diplorickettsiaceae	 g__Aquicella	 s__metagenome
316bd18aaf3c639d245475cdb7d07c2d	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Thermomicrobiales	 f__JG30-KF-CM45	 g__JG30-KF-CM45	 s__uncultured_anaerobic
f56563e5a724fc18db49e26129b9a34d	d__Bacteria	 p__Gemmatimonadota	 c__Gemmatimonadetes	 o__Gemmatimonadales	 f__Gemmatimonadaceae	 g__uncultured	 s__uncultured_Pseudomonadales
3f6ddabef4d01572eaaae82908e4baf5	d__Bacteria	 p__Gemmatimonadota	 c__Gemmatimonadetes	 o__Gemmatimonadales	 f__Gemmatimonadaceae	 g__uncultured	unknown
5190683cb54fb2d79b86a4dc571287fa	d__Bacteria	 p__Gemmatimonadota	 c__Gemmatimonadetes	 o__Gemmatimonadales	 f__Gemmatimonadaceae	 g__uncultured	unknown
005cb21219b657c85a85fa08540f5184	d__Bacteria	 p__Gemmatimonadota	 c__Gemmatimonadetes	 o__Gemmatimonadales	 f__Gemmatimonadaceae	 g__uncultured	 s__metagenome
cc485ea4990f3ead5f3fde3b6d4fc646	d__Bacteria	 p__Gemmatimonadota	 c__Gemmatimonadetes	 o__Gemmatimonadales	 f__Gemmatimonadaceae	 g__uncultured	 s__Gemmatimonadetes_bacterium
9cebdf17bbe8030220ff8bdb8241c9bd	d__Bacteria	 p__Gemmatimonadota	 c__Gemmatimonadetes	 o__Gemmatimonadales	 f__Gemmatimonadaceae	unknown	unknown
df329e8bc07b8746d1cbf33bfc4c0b35	d__Bacteria	 p__Gemmatimonadota	 c__Gemmatimonadetes	 o__Gemmatimonadales	 f__Gemmatimonadaceae	unknown	unknown
e5d3a510132af7b7772fd0e85d8c7112	d__Bacteria	 p__Gemmatimonadota	 c__Gemmatimonadetes	 o__Gemmatimonadales	 f__Gemmatimonadaceae	 g__Roseisolibacter	 s__Gemmatirosa_kalamazoonesis
e00283f5faf2cd779b0a827e9eb69c41	d__Bacteria	 p__Gemmatimonadota	 c__Gemmatimonadetes	 o__Gemmatimonadales	 f__Gemmatimonadaceae	 g__uncultured	 s__uncultured_Nitrospira
37e66edc54af0cbdc4a120af30c3a40d	d__Bacteria	 p__Gemmatimonadota	 c__Gemmatimonadetes	 o__Gemmatimonadales	 f__Gemmatimonadaceae	 g__uncultured	 s__uncultured_Nitrospira
4d40ae0ff945794b3d0886e6ad2e3f69	d__Bacteria	 p__Gemmatimonadota	 c__Gemmatimonadetes	 o__Gemmatimonadales	 f__Gemmatimonadaceae	 g__Gemmatimonas	unknown
ab922dae68f7a73a741b40b359397bf7	d__Bacteria	 p__Gemmatimonadota	 c__Gemmatimonadetes	 o__Gemmatimonadales	 f__Gemmatimonadaceae	 g__Gemmatimonas	 s__bacterium_enrichment
263146bf0b180ceace08e98fff256709	d__Bacteria	 p__Gemmatimonadota	 c__Gemmatimonadetes	 o__Gemmatimonadales	 f__Gemmatimonadaceae	 g__uncultured	 s__uncultured_organism
2bdb7c9b43cdc4020cce33a81481fec4	d__Bacteria	 p__Gemmatimonadota	 c__Gemmatimonadetes	 o__Gemmatimonadales	 f__Gemmatimonadaceae	 g__Gemmatimonas	unknown
f8582845905fb67479398d163116cd70	d__Bacteria	 p__Gemmatimonadota	 c__Gemmatimonadetes	 o__Gemmatimonadales	 f__Gemmatimonadaceae	 g__uncultured	unknown
6e5bf1f7e24946f919f82b026f171ece	d__Bacteria	 p__Gemmatimonadota	 c__Gemmatimonadetes	 o__Gemmatimonadales	 f__Gemmatimonadaceae	unknown	unknown
744cc9e45ac6cdd84775a3b4fc18abc9	d__Bacteria	 p__Gemmatimonadota	 c__Gemmatimonadetes	 o__Gemmatimonadales	 f__Gemmatimonadaceae	unknown	unknown
aa32ef690120b5a26b55d00210cef9cf	d__Bacteria	 p__Acidobacteriota	 c__Acidobacteriae	 o__Acidobacteriales	 f__uncultured	 g__uncultured	 s__uncultured_soil
a0acf895ae84a4acae2859c00306fa1a	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Salinisphaerales	 f__Solimonadaceae	 g__Panacagrimonas	unknown
016d292d6b95a4d9b016e4f90a073860	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Pedosphaerales	 f__Pedosphaeraceae	 g__Ellin516	 s__uncultured_bacterium
cdf05d1d6733f8bebbfa607eac5356cf	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Pedosphaerales	 f__Pedosphaeraceae	 g__Pedosphaeraceae	 s__uncultured_verrucomicrobium
7bdc8c33253c112b6e60401e4598bfcb	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Pedosphaerales	 f__Pedosphaeraceae	 g__Pedosphaera	 s__metagenome
435a6d9d0940351e908797906e09a2eb	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Pedosphaerales	 f__Pedosphaeraceae	 g__Pedosphaeraceae	 s__uncultured_Prosthecobacter
8a2a4ca3a439b8154eb8734fcf212ddc	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Pedosphaerales	 f__Pedosphaeraceae	 g__ADurb.Bin063-1	unknown
6b8db6100a401470342b675edc667d94	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Chthoniobacterales	 f__Chthoniobacteraceae	 g__LD29	 s__uncultured_Xiphinematobacteriaceae
7c31b333d7e56ab4a460e6c788fc98ad	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Chthoniobacterales	 f__Chthoniobacteraceae	 g__Candidatus_Udaeobacter	 s__Verrucomicrobia_bacterium
9f976367b5d8050f1b7219cbde0f59c8	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Intrasporangiaceae	unknown	unknown
0ecf393468c9afebb56dab55cf1db1cd	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Chthoniobacterales	 f__Chthoniobacteraceae	 g__Candidatus_Udaeobacter	 s__uncultured_soil
fac965d4e49553e9c9f9f7ae72fc2cee	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Pedosphaerales	 f__Pedosphaeraceae	 g__Ellin516	unknown
c9762e2efd5bded1543c462882ff5d40	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Pedosphaerales	 f__Pedosphaeraceae	 g__Pedosphaeraceae	 s__uncultured_subdivision
e0aaf81702970a2c4f7107bffb0fe485	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Pedosphaerales	 f__Pedosphaeraceae	 g__Pedosphaeraceae	unknown
73019a26e957afd4b18971b9ece7504d	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Pedosphaerales	 f__Pedosphaeraceae	unknown	unknown
432b268cec4d2e1d5b40022b641c9edc	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Methylacidiphilales	 f__Methylacidiphilaceae	unknown	unknown
d8ab8790eb7904f5bcfbd7958ca8720e	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Chthoniobacterales	 f__Chthoniobacteraceae	 g__Chthoniobacter	 s__uncultured_Spartobacteria
e3955a9850a33230f95cbb4b9b820e83	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Chthoniobacterales	 f__Chthoniobacteraceae	 g__Chthoniobacter	unknown
e288dc724d88fd00bf5fe53fcf27f156	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Chthoniobacterales	 f__Chthoniobacteraceae	 g__Chthoniobacter	unknown
e0be367e3f1d6c879af665abb4fb30bf	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Phycisphaerales	 f__Phycisphaeraceae	 g__uncultured	 s__metagenome
6b3dee01c2c9f09dfedefec692f52f45	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Verrucomicrobiaceae	 g__uncultured	unknown
a754b63138802044bb2d84324a030ef4	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Verrucomicrobiaceae	 g__uncultured	 s__uncultured_Verrucomicrobia
bc75670f79859e0c5c699e0e99fd9b7d	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Verrucomicrobiaceae	 g__uncultured	unknown
e000a5be1d3c4c762ac8158149cbef60	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Verrucomicrobiaceae	 g__uncultured	 s__uncultured_Verrucomicrobia
89299815f1f6b987a6132eafc31fa01b	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Verrucomicrobiaceae	 g__Verrucomicrobium	unknown
83d7143966f84a3ffd6e24406be8b7e2	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Verrucomicrobiaceae	 g__Roseimicrobium	 s__metagenome
6ae25ae7483740733d40a1ee900c74cc	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Verrucomicrobiaceae	 g__Roseimicrobium	 s__uncultured_bacterium
669bed23615407fbe402c5efd3bc1519	d__Bacteria	 p__Verrucomicrobiota	 c__Chlamydiae	 o__Chlamydiales	 f__Parachlamydiaceae	unknown	unknown
89545759e2a41548cf540a669a5090c3	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Chthoniobacterales	 f__Chthoniobacteraceae	unknown	unknown
1fa74561a9935390805e0cbe52841977	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Chthoniobacterales	 f__Xiphinematobacteraceae	 g__Candidatus_Xiphinematobacter	 s__uncultured_Verrucomicrobia
c875672445afa24546f3d15362b1721f	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Chthoniobacterales	 f__Xiphinematobacteraceae	 g__Candidatus_Xiphinematobacter	 s__uncultured_Spartobacteria
fedcb03620cfe141b495cc0b7cad66c2	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Chthoniobacterales	 f__Chthoniobacteraceae	 g__Candidatus_Udaeobacter	unknown
879194468123c30c27e2f961c163ede5	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Chthoniobacterales	 f__Chthoniobacteraceae	 g__Chthoniobacter	unknown
dab2e3a95c4824303017af68dc41dd00	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Chthoniobacterales	 f__Terrimicrobiaceae	 g__Terrimicrobium	 s__uncultured_Verrucomicrobiales
8657e56edf19090a93b23bf4e7418e43	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Chthoniobacterales	 f__Chthoniobacteraceae	 g__Chthoniobacter	unknown
9000f6dda65273dc7010b47166eb3fc2	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Chthoniobacterales	 f__Xiphinematobacteraceae	 g__Candidatus_Xiphinematobacter	 s__metagenome
3f0de210df778395d089806eb1c50f4c	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Chthoniobacterales	 f__Chthoniobacteraceae	 g__Candidatus_Udaeobacter	 s__uncultured_Xiphinematobacteriaceae
66f4ac43550f7092b2f68697b3a5450f	d__Bacteria	 p__Latescibacterota	 c__Latescibacterota	 o__Latescibacterota	 f__Latescibacterota	 g__Latescibacterota	 s__uncultured_Acidobacterium
888af7aa2437a680584a16d488dd139c	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Tepidisphaerales	 f__WD2101_soil_group	 g__WD2101_soil_group	 s__Planctomycetales_bacterium
64951b6deb330c2365fb13d1780668e5	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Tepidisphaerales	 f__WD2101_soil_group	 g__WD2101_soil_group	 s__Planctomycetales_bacterium
f6b2878905e12960aa1b3f0f576d0dfd	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Tepidisphaerales	 f__WD2101_soil_group	 g__WD2101_soil_group	 s__Planctomycetales_bacterium
24f24c896dbfe14b6bd4e00aee1cb572	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Tepidisphaerales	 f__WD2101_soil_group	 g__WD2101_soil_group	unknown
a4ec8a34b939d0caf3b14ba98b5a7f9d	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Tepidisphaerales	 f__WD2101_soil_group	 g__WD2101_soil_group	 s__uncultured_planctomycete
325e9261e494b9ea530fd886243a0bc4	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Phycisphaerales	 f__Phycisphaeraceae	 g__AKYG587	 s__uncultured_planctomycete
f5d63f9d0a38d9c71b4ad23db0cb0ca2	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Subgroup_17	 f__Subgroup_17	 g__Subgroup_17	 s__Acidobacteria_bacterium
e9169be28e688bb563a41224481aa7bd	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Tepidisphaerales	 f__WD2101_soil_group	 g__WD2101_soil_group	unknown
5a7eb13c188b372977ae9c2e1f0efe13	d__Bacteria	 p__FCPU426	 c__FCPU426	 o__FCPU426	 f__FCPU426	 g__FCPU426	 s__uncultured_bacterium
53c7e24ec5ac0284c8e5bf00d48b9d8c	d__Bacteria	 p__Planctomycetota	unknown	unknown	unknown	unknown	unknown
097e1a00d3060e23dbdf36bad1bb1c89	d__Bacteria	 p__Planctomycetota	unknown	unknown	unknown	unknown	unknown
ed3afd5ed14dc2f3c06ba331da358ff0	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__uncultured	unknown
a25e2b5050041f6f57a6bbe94df47a77	d__Bacteria	 p__Planctomycetota	 c__Pla4_lineage	 o__Pla4_lineage	 f__Pla4_lineage	 g__Pla4_lineage	 s__metagenome
a9c4e8cbceafe57a4078afdef840bf2d	d__Bacteria	 p__Planctomycetota	 c__Pla4_lineage	 o__Pla4_lineage	 f__Pla4_lineage	 g__Pla4_lineage	 s__metagenome
357eeaccb349463c97de0df95c44aa94	d__Bacteria	 p__Planctomycetota	 c__Pla4_lineage	 o__Pla4_lineage	 f__Pla4_lineage	 g__Pla4_lineage	 s__metagenome
e5888b490d26539b2ffee9ba275268a2	d__Bacteria	 p__Acidobacteriota	 c__Acidobacteriae	 o__Bryobacterales	 f__Bryobacteraceae	 g__Bryobacter	 s__uncultured_Holophaga
2a6aceab9a15b5d936dd36e8252d2882	d__Bacteria	 p__Armatimonadota	 c__uncultured	 o__uncultured	 f__uncultured	 g__uncultured	unknown
f23092cefb7be37976a16df22bfc1c33	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae	unknown	unknown
2ac071c6b5f929c24a2ba1d2da3746a0	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__Vicinamibacteraceae	 g__Vicinamibacteraceae	unknown
6ca2415d222c811d3a39df2c89ec9bdd	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Subgroup_17	 f__Subgroup_17	 g__Subgroup_17	unknown
33ea8f5d99025c23985efcdccdc6be4d	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Subgroup_17	 f__Subgroup_17	 g__Subgroup_17	unknown
7415a1dee78421862a0c5739e273e4a3	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Subgroup_17	 f__Subgroup_17	 g__Subgroup_17	unknown
c913b737bae8e9a7918dc97f2aa510ed	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__Vicinamibacteraceae	 g__Vicinamibacteraceae	 s__uncultured_prokaryote
e58c4e25d55c286b3ab6993d35a4fe0c	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__Vicinamibacteraceae	 g__Vicinamibacteraceae	 s__uncultured_prokaryote
411d4b71e2432e4fc1af22f7d916fb27	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	unknown	unknown	unknown
5660935d691cde925fdc3b3831778353	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__Vicinamibacteraceae	 g__Vicinamibacteraceae	unknown
034b70c32aea1b2a5ac3982ae7efa7d5	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__Vicinamibacteraceae	 g__Vicinamibacteraceae	 s__uncultured_prokaryote
b3827b198e5c9f5bf843030fa7f088d3	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__Vicinamibacteraceae	 g__Vicinamibacteraceae	unknown
eadde5796cdea9201af03a8acc1ad901	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__Vicinamibacteraceae	 g__Vicinamibacteraceae	 s__wastewater_metagenome
d4669a955f70d046f7e16e6799d8f45f	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Subgroup_17	 f__Subgroup_17	 g__Subgroup_17	unknown
